#N/A,#N/A,#N/A,#N/A,#N/A,
#N/A,#N/A,#N/A,#N/A,#N/A,
#N/A,#N/A,#N/A,#N/A,#N/A,
#N/A,#N/A,#N/A,#N/A,#N/A,
#N/A,#N/A,#N/A,#N/A,#N/A,
#N/A,#N/A,#N/A,#N/A,#N/A,
#N/A,#N/A,#N/A,#N/A,#N/A,
#N/A,#N/A,#N/A,#N/A,#N/A,
#N/A,#N/A,22.5,#N/A,#N/A,
#N/A,5,25,#N/A,#N/A,
#N/A,10,25,#N/A,#N/A,
#N/A,15,25,#N/A,#N/A,
#N/A,20,25,#N/A,#N/A,
#N/A,25,25,#N/A,12.5,
#N/A,25,25,#N/A,17.5,
#N/A,25,25,#N/A,22.5,
25,25,#N/A,#N/A,25,
25,25,#N/A,#N/A,25,
25,25,#N/A,#N/A,25,
25,25,#N/A,#N/A,25,
25,25,#N/A,#N/A,25,
25,#N/A,#N/A,7.5,25,
25,#N/A,#N/A,12.5,25,
25,#N/A,#N/A,17.5,25,
25,#N/A,#N/A,22.5,25,
25,#N/A,#N/A,25,25,
25,#N/A,#N/A,25,25,
25,#N/A,#N/A,25,25,
25,#N/A,#N/A,25,25,
25,#N/A,#N/A,25,25,
25,#N/A,#N/A,25,25,
#N/A,#N/A,#N/A,25,25,
#N/A,#N/A,#N/A,25,25,
#N/A,#N/A,#N/A,25,25,
#N/A,#N/A,#N/A,25,25,
#N/A,#N/A,#N/A,25,25,
#N/A,#N/A,#N/A,25,25,
#N/A,#N/A,#N/A,25,25,
#N/A,#N/A,#N/A,25,25,
#N/A,#N/A,#N/A,25,25,
#N/A,#N/A,#N/A,25,25,
#N/A,#N/A,#N/A,#N/A,25,
#N/A,#N/A,#N/A,#N/A,25,
#N/A,#N/A,#N/A,#N/A,25,
#N/A,#N/A,#N/A,#N/A,25,
#N/A,#N/A,#N/A,#N/A,25,
#N/A,#N/A,#N/A,#N/A,#N/A,
#N/A,#N/A,#N/A,#N/A,#N/A,
