31.6022431,0
32.89004255,0
28.09995315,0
28.6499015,0
27.85179745,0
27.27072475,0
27.01549595,0
26.34541205,0
26.36800765,0
25.9394165,0
26.1055203,0
25.8381962,0
26.53589195,0
26.06835845,0
25.52420705,0
25.9201913,0
24.3301971,0
14.07989975,0
13.58086785,0
14.3070977,0
25.69675085,0
29.6092934,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1.98180505,0
16.2578748,0
24.7196148,0
25.93705135,0
34.99127035,0
28.9231948,0
39.8326984,0
36.6752353,0
35.76083345,0
44.1022469,0
38.87084085,0
34.1500887,0
32.52758755,0
35.90835535,0
34.50594915,0
33.0236399,0
32.6733338,0
