49.4512641,0
46.83974875,0
43.9498196,0
41.50763015,0
39.1044007,0
37.5361129,0
36.2564284,0
35.30220935,0
33.593366,0
31.81319605,0
29.78158455,0
28.1626488,0
26.60035485,0
23.8806507,0
22.1310493,0
19.68154335,0
17.2174862,0
14.61533815,0
11.7206035,0
7.1032617,0
4.7804778,0
1.126239,0
0,0
0,3.9055865
0,0.4926974
0,5.48234975
0,6.65243855
0,8.32261385
0,7.69348975
0,6.6309207
0,4.90232645
0,0
1.31020215,0
7.0097394,0
13.4275521,0
20.25331815,0
27.818061,0
34.17280475,0
38.2220295,0
40.1934982,0
42.0066172,0
43.7112648,0
45.3773339,0
46.90394275,0
47.86287555,0
48.82700585,0
48.85997195,0
48.38825685,0
