28.1803071,0
27.9922107,0
27.9934283,0
28.0460083,0
27.99292495,0
27.94729365,0
27.41811085,0
25.4061803,0
23.4190306,0
24.20582265,0
26.0423477,0
27.95961635,0
30.5099406,0
35.72058705,0
40.54397665,0
42.17342035,0
41.8589973,0
37.9090986,0
35.6507472,0
21.66189925,0
12.730876,0
0.2920768,0
9.1100679,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1.67178355,0
15.45162765,0
21.3265984,0
27.4086443,0
32.8892386,0
33.17888645,0
33.2075257,0
33.2806634,0
33.2627664,0
33.3095218,0
33.2534148,0
33.2285644,0
33.0693023,0
32.88946975,0
